kernel,matrix,backend,format,m,saad_tol,saad_estimate,rel_l2_vs_faer,norm_y,status
lanczos_two_pass,rgg_n_2_20_s0,eigen,csc,11,1.00000000000000004e-10,4.89875904010562663e-11,1.64086679823057075e-15,6.00968293783644413e2,ok
lanczos_two_pass,rgg_n_2_20_s0,petsc,csr,11,1.00000000000000004e-10,4.89875904010562663e-11,1.00590995669421489e-15,6.00968293783645663e2,ok
lanczos_two_pass,rgg_n_2_20_s0,psblas,csr,11,1.00000000000000004e-10,4.89875904010562663e-11,6.98663560792517026e-16,6.00968293783645322e2,ok
lanczos_two_pass,rgg_n_2_20_s0,psblas,csc,11,1.00000000000000004e-10,4.89875904010562663e-11,7.05486470856027379e-16,6.00968293783645549e2,ok
lanczos_one_pass,belgium_osm,faer,csc,13,1.00000000000000004e-10,4.74592814925105829e-11,0.00000000000000000e0,8.05196512278631758e2,ok
lanczos_one_pass,belgium_osm,faer,csr,13,1.00000000000000004e-10,4.74592814925105829e-11,1.73845479672380288e-15,8.05196512278631189e2,ok
lanczos_one_pass,belgium_osm,eigen,csr,13,1.00000000000000004e-10,4.74592814925105829e-11,1.51897025747818963e-15,8.05196512278631189e2,ok
lanczos_one_pass,belgium_osm,eigen,csc,13,1.00000000000000004e-10,4.74592814925105829e-11,1.61825813704172559e-15,8.05196512278631303e2,ok
lanczos_one_pass,belgium_osm,petsc,csr,13,1.00000000000000004e-10,4.74592814925105829e-11,1.34015361210933955e-15,8.05196512278632213e2,ok
lanczos_one_pass,belgium_osm,psblas,csr,13,1.00000000000000004e-10,4.74592814925105829e-11,1.64754435324814163e-15,8.05196512278631531e2,ok
lanczos_one_pass,belgium_osm,psblas,csc,13,1.00000000000000004e-10,4.74592814925105829e-11,1.37110602225626765e-15,8.05196512278631531e2,ok
lanczos_two_pass,belgium_osm,faer,csc,13,1.00000000000000004e-10,4.74592814925105829e-11,0.00000000000000000e0,8.05196512278631758e2,ok
lanczos_two_pass,belgium_osm,faer,csr,13,1.00000000000000004e-10,4.74592814925105829e-11,1.73847366708532023e-15,8.05196512278631189e2,ok
lanczos_two_pass,belgium_osm,eigen,csr,13,1.00000000000000004e-10,4.74592814925105829e-11,1.51149088665275301e-15,8.05196512278631189e2,ok
lanczos_two_pass,belgium_osm,eigen,csc,13,1.00000000000000004e-10,4.74592814925105829e-11,1.61854345021673622e-15,8.05196512278631417e2,ok
lanczos_two_pass,belgium_osm,petsc,csr,13,1.00000000000000004e-10,4.74592814925105829e-11,1.31897610096942495e-15,8.05196512278632099e2,ok
lanczos_two_pass,belgium_osm,psblas,csr,13,1.00000000000000004e-10,4.74592814925105829e-11,1.64579007819327941e-15,8.05196512278631531e2,ok
lanczos_two_pass,belgium_osm,psblas,csc,13,1.00000000000000004e-10,4.74592814925105829e-11,1.36883157792794413e-15,8.05196512278631417e2,ok
lanczos_one_pass,auto,faer,csc,12,1.00000000000000004e-10,9.92644765188002102e-12,0.00000000000000000e0,4.02981853898565532e2,ok
lanczos_one_pass,auto,faer,csr,12,1.00000000000000004e-10,9.92644765188002102e-12,8.00692764294534211e-16,4.02981853898565703e2,ok
lanczos_one_pass,auto,eigen,csr,12,1.00000000000000004e-10,9.92644765188002102e-12,1.32397239309824436e-15,4.02981853898565817e2,ok
lanczos_one_pass,auto,eigen,csc,12,1.00000000000000004e-10,9.92644765188002102e-12,1.07668569637501763e-15,4.02981853898565305e2,ok
lanczos_one_pass,auto,petsc,csr,12,1.00000000000000004e-10,9.92644765188002102e-12,8.45298149098286416e-16,4.02981853898565817e2,ok
lanczos_one_pass,auto,psblas,csr,12,1.00000000000000004e-10,9.92644765188002102e-12,1.29407793545131333e-15,4.02981853898565987e2,ok
lanczos_one_pass,auto,psblas,csc,12,1.00000000000000004e-10,9.92644765188002102e-12,1.35224326315571722e-15,4.02981853898565987e2,ok
lanczos_two_pass,auto,faer,csc,12,1.00000000000000004e-10,9.92644765188002102e-12,0.00000000000000000e0,4.02981853898565532e2,ok
lanczos_two_pass,auto,faer,csr,12,1.00000000000000004e-10,9.92644765188002102e-12,8.00649815347800428e-16,4.02981853898565703e2,ok
lanczos_two_pass,auto,eigen,csr,12,1.00000000000000004e-10,9.92644765188002102e-12,1.32820220102602934e-15,4.02981853898565873e2,ok
lanczos_two_pass,auto,eigen,csc,12,1.00000000000000004e-10,9.92644765188002102e-12,1.06889931615935396e-15,4.02981853898565419e2,ok
lanczos_two_pass,auto,petsc,csr,12,1.00000000000000004e-10,9.92644765188002102e-12,9.22670741723458072e-16,4.02981853898565817e2,ok
lanczos_two_pass,auto,psblas,csr,12,1.00000000000000004e-10,9.92644765188002102e-12,1.27298038360254864e-15,4.02981853898565987e2,ok
lanczos_two_pass,auto,psblas,csc,12,1.00000000000000004e-10,9.92644765188002102e-12,1.32934893548654514e-15,4.02981853898566044e2,ok
